Region,Nodo,tac,lac,Total de Sectores,estado por sector,Relacion TAC-LAC,Color tecnologia,Color,Descripcion,Latitud,Longitud,Azimuth,BeamWidth,Height
REGION 6,GT3213U850,,12057,3,OK,OK,#00FF00,#00FF00,,20.423267,-100.76762,"[90.0, 210.0, 330.0]","[65.0, 65.0, 65.0]",53
REGION 6,GT4414U1900,,12057,3,OK,OK,#00FF00,#00FF00,,20.423267,-100.76762,"[90.0, 210.0, 330.0]","[65.0, 65.0, 65.0]",53
REGION 9,DF4071L2100,573,,3,OK,OK,#00FF00,#00FF00,,19.228582,-98.99189,"[0.0, 0.0, 0.0]","[70.0, 70.0, 70.0]",30
REGION 9,DF4071U850,,12002,3,OK,OK,#00FF00,#00FF00,,19.228582,-98.99189,"[0.0, 0.0, 0.0]","[70.0, 70.0, 70.0]",30
REGION 9,DF3733U1900,,12002,3,OK,OK,#00FF00,#00FF00,,19.228582,-98.99189,"[0.0, 0.0, 0.0]","[70.0, 70.0, 70.0]",30
REGION 9,DF5945L2100,599,,3,OK,OK,#00FF00,#00FF00,,19.357445,-99.195335,"[40.0, 170.0, 276.0]","[65.0, 65.0, 65.0]",29
REGION 9,DF5945U850,,11291,3,OK,OK,#00FF00,#00FF00,,19.357445,-99.195335,"[40.0, 170.0, 276.0]","[65.0, 65.0, 65.0]",29
REGION 9,DF1572U1900,,11291,3,OK,OK,#00FF00,#00FF00,,19.357445,-99.195335,"[40.0, 170.0, 276.0]","[65.0, 65.0, 65.0]",29
REGION 4,TA0494L2100,3867,,3,OK,OK,#00FF00,#00FF00,,26.035944,-98.39122,"[355.0, 120.0, 250.0]","[69.5, 69.5, 66.5]",30
REGION 4,TA0494U850,,12017,3,OK,OK,#00FF00,#00FF00,,26.035944,-98.39122,"[355.0, 120.0, 250.0]","[69.5, 69.5, 66.5]",30
REGION 4,TA3759U1900,,12017,3,OK,OK,#00FF00,#00FF00,,26.035944,-98.39122,"[355.0, 120.0, 250.0]","[69.5, 69.5, 66.5]",30
REGION 3,DU6373L2100,18198,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,23.916636,-104.263954,"[0.0, 110.0, 180.0]","[70.5, 70.0, 70.0]",50
REGION 3,DU6373U850,,12038,3,OK,NOK,#00FF00,#000000,Relación sin existencia,23.916636,-104.263954,"[0.0, 110.0, 180.0]","[70.5, 70.0, 70.0]",50
REGION 3,DU6525U1900,,12038,3,OK,NOK,#00FF00,#000000,Relación sin existencia,23.916636,-104.263954,"[0.0, 110.0, 180.0]","[70.5, 70.0, 70.0]",50
REGION 2,SI5326L2100,12841,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,24.812805,-107.445305,"[315.0, 20.0, 260.0]","[68.5, 68.5, 66.5]",42
REGION 2,SI2406U1900,,11585,3,OK,NOK,#00FF00,#000000,Relación sin existencia,24.812805,-107.445305,"[315.0, 20.0, 260.0]","[68.5, 68.5, 66.5]",42
REGION 2,SI5326U850,,11585,3,OK,NOK,#00FF00,#000000,Relación sin existencia,24.812805,-107.445305,"[315.0, 20.0, 260.0]","[68.5, 68.5, 66.5]",42
REGION 2,SI0701L2100,19973,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.544588,-108.32795,"[49.0, 119.0, 240.0]","[70.5, 70.5, 70.5]",60
REGION 2,SI4395U1900,,24078,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.544588,-108.32795,"[49.0, 119.0, 240.0]","[70.5, 70.5, 70.5]",60
REGION 2,SI0701U850,,24078,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.544588,-108.32795,"[49.0, 119.0, 240.0]","[70.5, 70.5, 70.5]",60
REGION 9,MO4423L2100,574,,3,OK,OK,#00FF00,#00FF00,,18.720194,-98.79436,"[17.0, 127.0, 297.0]","[68.0, 68.0, 68.0]",50
REGION 9,MO4423U850,,12000,3,OK,OK,#00FF00,#00FF00,,18.720194,-98.79436,"[17.0, 127.0, 297.0]","[68.0, 68.0, 68.0]",50
REGION 9,MO1467U1900,,12000,3,OK,OK,#00FF00,#00FF00,,18.720194,-98.79436,"[17.0, 127.0, 297.0]","[68.0, 68.0, 68.0]",50
REGION 3,CO7953L2100,18196,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.512917,-103.356445,"[30.0, 160.0, 280.0]","[65.0, 65.0, 65.0]",27
REGION 3,CO7953U850,,21040,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.512917,-103.356445,"[30.0, 160.0, 280.0]","[65.0, 65.0, 65.0]",27
REGION 3,CO7391U1900,,21040,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.512917,-103.356445,"[30.0, 160.0, 280.0]","[65.0, 65.0, 65.0]",27
REGION 4,NL3273L2100,3892,,3,OK,OK,#00FF00,#00FF00,,25.735605,-100.41228,"[75.0, 125.0, 280.0]","[68.0, 68.0, 68.0]",12
REGION 4,NL3273U850,,41013,3,OK,OK,#00FF00,#00FF00,,25.735605,-100.41228,"[75.0, 125.0, 280.0]","[68.0, 68.0, 68.0]",12
REGION 4,NL2815U1900,,41013,3,OK,OK,#00FF00,#00FF00,,25.735605,-100.41228,"[75.0, 125.0, 280.0]","[68.0, 68.0, 68.0]",12
REGION 6,GT2790L2100,23308,,3,OK,OK,#00FF00,#00FF00,,21.110964,-101.64785,"[50.0, 165.0, 270.0]","[65.0, 65.0, 65.0]",34
REGION 6,GT2790U850,,12033,3,OK,OK,#00FF00,#00FF00,,21.110964,-101.64785,"[50.0, 165.0, 270.0]","[65.0, 65.0, 65.0]",34
REGION 6,GT6294U1900,,12033,3,OK,OK,#00FF00,#00FF00,,21.110964,-101.64785,"[50.0, 165.0, 270.0]","[65.0, 65.0, 65.0]",34
REGION 2,SI9149L2100,12834,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,24.801056,-107.42476,"[290.0, 75.0, 200.0]","[68.0, 68.0, 68.0]",26.5
REGION 2,SI9149U850,,41049,3,OK,NOK,#00FF00,#000000,Relación sin existencia,24.801056,-107.42476,"[290.0, 75.0, 200.0]","[68.0, 68.0, 68.0]",26.5
REGION 2,SI2417U1900,,41049,3,OK,NOK,#00FF00,#000000,Relación sin existencia,24.801056,-107.42476,"[290.0, 75.0, 200.0]","[68.0, 68.0, 68.0]",26.5
REGION 6,220380L2100,23330,,2,OK,OK,#00FF00,#00FF00,,20.616323,-100.42367,"[0.0, 120.0]","[90.0, 90.0]",3
REGION 6,220387U1900,,13058,2,OK,OK,#00FF00,#00FF00,,20.616323,-100.42367,"[0.0, 120.0]","[90.0, 90.0]",3
REGION 9,MX0050L2100,578,,3,OK,OK,#00FF00,#00FF00,,19.587084,-99.2672,"[47.0, 163.0, 287.0]","[68.5, 70.5, 70.5]",21.4
REGION 9,MX0050U850,,22004,3,OK,OK,#00FF00,#00FF00,,19.587084,-99.2672,"[47.0, 163.0, 287.0]","[68.5, 70.5, 70.5]",21.4
REGION 9,MX1357U1900,,22004,3,OK,OK,#00FF00,#00FF00,,19.587084,-99.2672,"[47.0, 163.0, 287.0]","[68.5, 70.5, 70.5]",21.4
REGION 6,QU1320L2100,23298,,3,OK,OK,#00FF00,#00FF00,,20.545973,-100.487175,"[10.0, 90.0, 160.0]","[70.5, 69.5, 69.5]",31
REGION 6,QU1622U1900,,14058,3,OK,OK,#00FF00,#00FF00,,20.545973,-100.487175,"[10.0, 90.0, 160.0]","[70.5, 69.5, 69.5]",31
REGION 6,QU1320U850,,14058,3,OK,OK,#00FF00,#00FF00,,20.545973,-100.487175,"[10.0, 90.0, 160.0]","[70.5, 69.5, 69.5]",31
REGION 2,SO2946L2100,12817,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,27.458385,-109.925545,"[20.0, 130.0, 230.0]","[68.0, 68.0, 68.0]",30.3
REGION 2,SO2946U850,,41053,3,OK,NOK,#00FF00,#000000,Relación sin existencia,27.458385,-109.925545,"[20.0, 130.0, 230.0]","[68.0, 68.0, 68.0]",30.3
REGION 2,SO6277U1900,,41053,3,OK,NOK,#00FF00,#000000,Relación sin existencia,27.458385,-109.925545,"[20.0, 130.0, 230.0]","[68.0, 68.0, 68.0]",30.3
REGION 9,097655L2100,568,,3,OK,OK,#00FF00,#00FF00,,19.42902,-99.20541,"[7.0, 7.0, 7.0]","[71.9, 71.9, 71.9]",3
REGION 9,093826U1900,,12108,3,OK,OK,#00FF00,#00FF00,,19.42902,-99.20541,"[7.0, 7.0, 7.0]","[71.9, 71.9, 71.9]",3
REGION 9,097655U850,,12108,3,OK,OK,#00FF00,#00FF00,,19.42902,-99.20541,"[7.0, 7.0, 7.0]","[71.9, 71.9, 71.9]",3
REGION 4,NL2577L2100,3865,,3,OK,OK,#00FF00,#00FF00,,25.671307,-100.3235,"[60.0, 171.0, 305.0]","[65.0, 65.0, 65.0]",18.5
REGION 4,NL2577U850,,12015,3,OK,OK,#00FF00,#00FF00,,25.671307,-100.3235,"[60.0, 171.0, 305.0]","[65.0, 65.0, 65.0]",18.5
REGION 4,NL5059U1900,,12015,3,OK,OK,#00FF00,#00FF00,,25.671307,-100.3235,"[60.0, 171.0, 305.0]","[65.0, 65.0, 65.0]",18.5
REGION 9,094503L2100,585,,2,OK,OK,#00FF00,#00FF00,,19.383781,-99.176384,"[7.0, 7.0]","[71.9, 71.9]",3
REGION 9,094503U850,,13011,2,OK,OK,#00FF00,#00FF00,,19.383781,-99.176384,"[7.0, 7.0]","[71.9, 71.9]",3
REGION 9,MX6622L2100,3077,,3,OK,OK,#00FF00,#00FF00,,19.685028,-99.78347,"[37.0, 167.0, 247.0]","[65.0, 65.0, 65.0]",22.1
REGION 9,MX2447U1900,,23012,3,OK,OK,#00FF00,#00FF00,,19.685028,-99.78347,"[37.0, 167.0, 247.0]","[65.0, 65.0, 65.0]",22.1
REGION 9,MX6622U850,,23012,3,OK,OK,#00FF00,#00FF00,,19.685028,-99.78347,"[37.0, 167.0, 247.0]","[65.0, 65.0, 65.0]",22.1
REGION 1,BN4471L2100,14086,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.61091,-115.37759,"[47.0, 137.0, 262.0]","[69.0, 69.0, 69.0]",24
REGION 1,BN4493U1900,,21079,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.61091,-115.37759,"[47.0, 137.0, 262.0]","[69.0, 69.0, 69.0]",24
REGION 1,BN4471U850,,21079,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.61091,-115.37759,"[47.0, 137.0, 262.0]","[69.0, 69.0, 69.0]",24
REGION 4,TA5815L2100,3867,,3,OK,OK,#00FF00,#00FF00,,26.43078,-99.1513,"[334.0, 124.0, 229.0]","[65.0, 65.0, 65.0]",61
REGION 4,TA5815U850,,12017,3,OK,OK,#00FF00,#00FF00,,26.43078,-99.1513,"[334.0, 124.0, 229.0]","[65.0, 65.0, 65.0]",61
REGION 4,TA8849U1900,,12017,3,OK,OK,#00FF00,#00FF00,,26.43078,-99.1513,"[334.0, 124.0, 229.0]","[65.0, 65.0, 65.0]",61
REGION 9,MX3449L2100,261,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,20.264847,-99.85937,"[52.0, 152.0, 287.0]","[65.0, 65.0, 65.0]",25
REGION 9,MX3450U1900,,14281,3,OK,NOK,#00FF00,#000000,Relación sin existencia,20.264847,-99.85937,"[52.0, 152.0, 287.0]","[65.0, 65.0, 65.0]",25
REGION 9,MX3449U850,,14281,3,OK,NOK,#00FF00,#000000,Relación sin existencia,20.264847,-99.85937,"[52.0, 152.0, 287.0]","[65.0, 65.0, 65.0]",25
REGION 4,NL4148L2100,3872,,3,OK,OK,#00FF00,#00FF00,,25.634027,-100.330986,"[55.0, 230.0, 320.0]","[68.0, 68.0, 68.0]",9
REGION 4,NL4148U850,,22014,3,OK,OK,#00FF00,#00FF00,,25.634027,-100.330986,"[55.0, 230.0, 320.0]","[68.0, 68.0, 68.0]",9
REGION 4,NL5157U1900,,22014,3,OK,OK,#00FF00,#00FF00,,25.634027,-100.330986,"[55.0, 230.0, 320.0]","[68.0, 68.0, 68.0]",9
REGION 9,DF0823L2100,585,,3,OK,OK,#00FF00,#00FF00,,19.382408,-99.17643,"[37.0, 172.0, 247.0]","[65.0, 65.0, 65.0]",18
REGION 9,DF0823U850,,13011,3,OK,OK,#00FF00,#00FF00,,19.382408,-99.17643,"[37.0, 172.0, 247.0]","[65.0, 65.0, 65.0]",18
REGION 3,DU7534L2100,18195,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.629156,-103.50053,"[25.0, 180.0, 250.0]","[65.0, 65.0, 65.0]",36
REGION 3,DU7608U1900,,11040,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.629156,-103.50053,"[25.0, 180.0, 250.0]","[65.0, 65.0, 65.0]",36
REGION 3,DU7534U850,,11040,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.629156,-103.50053,"[25.0, 180.0, 250.0]","[65.0, 65.0, 65.0]",36
REGION 9,098357L2100,568,,3,OK,OK,#00FF00,#00FF00,,19.429283,-99.20542,"[37.0, 157.0, 277.0]","[68.0, 68.0, 68.0]",3
REGION 9,098357U850,,12108,3,OK,OK,#00FF00,#00FF00,,19.429283,-99.20542,"[37.0, 157.0, 277.0]","[68.0, 68.0, 68.0]",3
REGION 4,SL1185L2100,3860,,3,OK,OK,#00FF00,#00FF00,,22.218166,-98.37581,"[30.0, 180.0, 240.0]","[70.5, 70.0, 70.0]",40
REGION 4,SL8444U1900,,41018,3,OK,OK,#00FF00,#00FF00,,22.218166,-98.37581,"[30.0, 180.0, 240.0]","[70.5, 70.0, 70.0]",40
REGION 4,SL1185U850,,41018,3,OK,OK,#00FF00,#00FF00,,22.218166,-98.37581,"[30.0, 180.0, 240.0]","[70.5, 70.0, 70.0]",40
REGION 9,DF5131L2100,614,,3,OK,OK,#00FF00,#00FF00,,19.477783,-99.068115,"[67.0, 157.0, 277.0]","[70.5, 70.5, 70.5]",25
REGION 9,DF5131U850,,31081,3,OK,OK,#00FF00,#00FF00,,19.477783,-99.068115,"[67.0, 157.0, 277.0]","[70.5, 70.5, 70.5]",25
REGION 9,DF5381U1900,,31081,3,OK,OK,#00FF00,#00FF00,,19.477783,-99.068115,"[67.0, 157.0, 277.0]","[70.5, 70.5, 70.5]",25
REGION 6,GT0252L2100,23329,,3,OK,OK,#00FF00,#00FF00,,21.024055,-101.87017,"[60.0, 150.0, 300.0]","[65.0, 65.0, 65.0]",28.5
REGION 6,GT0252U850,,32033,3,OK,OK,#00FF00,#00FF00,,21.024055,-101.87017,"[60.0, 150.0, 300.0]","[65.0, 65.0, 65.0]",28.5
REGION 6,GT4600U1900,,32033,3,OK,OK,#00FF00,#00FF00,,21.024055,-101.87017,"[60.0, 150.0, 300.0]","[65.0, 65.0, 65.0]",28.5
REGION 6,GT7356L2100,23329,,3,OK,OK,#00FF00,#00FF00,,21.023764,-101.84884,"[55.0, 180.0, 300.0]","[65.0, 65.0, 65.0]",30
REGION 6,GT7356U850,,32033,3,OK,OK,#00FF00,#00FF00,,21.023764,-101.84884,"[55.0, 180.0, 300.0]","[65.0, 65.0, 65.0]",30
REGION 6,GT4815U1900,,32033,3,OK,OK,#00FF00,#00FF00,,21.023764,-101.84884,"[55.0, 180.0, 300.0]","[65.0, 65.0, 65.0]",30
REGION 1,BN1840L2100,14083,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.49997222,-116.9542778,"[62.0, 192.0, 312.0]","[65.0, 65.0, 65.0]",20
REGION 1,BN2787U1900,,31044,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.49997222,-116.9542778,"[62.0, 192.0, 312.0]","[65.0, 65.0, 65.0]",20
REGION 1,BN1840U850,,31044,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.49997222,-116.9542778,"[62.0, 192.0, 312.0]","[65.0, 65.0, 65.0]",20
REGION 9,DF0004L2100,586,,3,OK,OK,#00FF00,#00FF00,,19.31588,-99.06875,"[61.0, 167.0, 281.0]","[70.5, 70.5, 69.0]",23
REGION 9,DF0004U850,,14011,3,OK,OK,#00FF00,#00FF00,,19.31588,-99.06875,"[61.0, 167.0, 281.0]","[70.5, 70.5, 69.0]",23
REGION 9,DF3309U1900,,14011,3,OK,OK,#00FF00,#00FF00,,19.31588,-99.06875,"[61.0, 167.0, 281.0]","[70.5, 70.5, 69.0]",23
REGION 3,DU4026L2100,18200,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,24.015507,-104.61406,"[30.0, 150.0, 260.0]","[70.0, 70.5, 70.5]",25
REGION 3,DU4026U850,,14038,3,OK,NOK,#00FF00,#000000,Relación sin existencia,24.015507,-104.61406,"[30.0, 150.0, 260.0]","[70.0, 70.5, 70.5]",25
REGION 3,DU4913U1900,,14038,3,OK,NOK,#00FF00,#000000,Relación sin existencia,24.015507,-104.61406,"[30.0, 150.0, 260.0]","[70.0, 70.5, 70.5]",25
REGION 9,HI5376L2100,1800,,3,OK,OK,#00FF00,#00FF00,,20.365417,-99.04589,"[87.0, 174.0, 303.0]","[65.0, 65.0, 65.0]",32.5
REGION 9,HI1447U1900,,35007,3,OK,OK,#00FF00,#00FF00,,20.365417,-99.04589,"[87.0, 174.0, 303.0]","[65.0, 65.0, 65.0]",32.5
REGION 9,HI5376U850,,35007,3,OK,OK,#00FF00,#00FF00,,20.365417,-99.04589,"[87.0, 174.0, 303.0]","[65.0, 65.0, 65.0]",32.5
REGION 9,MX2335L2100,261,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,20.102417,-99.69603,"[321.0, 152.0, 217.0]","[65.0, 65.0, 65.0]",20
REGION 9,MX2336U1900,,14281,3,OK,NOK,#00FF00,#000000,Relación sin existencia,20.102417,-99.69603,"[321.0, 152.0, 217.0]","[65.0, 65.0, 65.0]",20
REGION 9,MX2335U850,,14281,3,OK,NOK,#00FF00,#000000,Relación sin existencia,20.102417,-99.69603,"[321.0, 152.0, 217.0]","[65.0, 65.0, 65.0]",20
REGION 1,BN4499L2100,14085,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,30.761086,-116.00678,"[167.0, 257.0, 342.0]","[65.0, 65.0, 65.0]",48
REGION 1,BN4517U1900,,13041,3,OK,NOK,#00FF00,#000000,Relación sin existencia,30.761086,-116.00678,"[167.0, 257.0, 342.0]","[65.0, 65.0, 65.0]",48
REGION 1,BN4499U850,,13041,3,OK,NOK,#00FF00,#000000,Relación sin existencia,30.761086,-116.00678,"[167.0, 257.0, 342.0]","[65.0, 65.0, 65.0]",48
REGION 6,QU6952L2100,23347,,3,OK,OK,#00FF00,#00FF00,,20.413298,-100.00369,"[25.0, 155.0, 265.0]","[66.5, 66.5, 66.5]",30.7
REGION 6,QU6952U850,,37034,3,OK,OK,#00FF00,#00FF00,,20.413298,-100.00369,"[25.0, 155.0, 265.0]","[66.5, 66.5, 66.5]",30.7
REGION 6,QU4350U1900,,37034,3,OK,OK,#00FF00,#00FF00,,20.413298,-100.00369,"[25.0, 155.0, 265.0]","[66.5, 66.5, 66.5]",30.7
REGION 9,DF4979L2100,584,,3,OK,OK,#00FF00,#00FF00,,19.3572,-99.29994,"[17.0, 132.0, 292.0]","[65.0, 65.0, 65.0]",16
REGION 9,DF4979U850,,13006,3,OK,OK,#00FF00,#00FF00,,19.3572,-99.29994,"[17.0, 132.0, 292.0]","[65.0, 65.0, 65.0]",16
REGION 9,DF4980U1900,,13006,3,OK,OK,#00FF00,#00FF00,,19.3572,-99.29994,"[17.0, 132.0, 292.0]","[65.0, 65.0, 65.0]",16
REGION 6,AG3289L2100,23307,,3,OK,OK,#00FF00,#00FF00,,21.884693,-102.30841,"[70.0, 180.0, 300.0]","[65.0, 65.0, 65.0]",22
REGION 6,AG3289U850,,12091,3,OK,OK,#00FF00,#00FF00,,21.884693,-102.30841,"[70.0, 180.0, 300.0]","[65.0, 65.0, 65.0]",22
REGION 6,AG3345U1900,,12091,3,OK,OK,#00FF00,#00FF00,,21.884693,-102.30841,"[70.0, 180.0, 300.0]","[65.0, 65.0, 65.0]",22
REGION 4,NL2450L2100,3865,,3,OK,OK,#00FF00,#00FF00,,25.65269,-100.28942,"[0.0, 65.0, 220.0]","[70.5, 70.5, 70.5]",22
REGION 4,NL2450U850,,12015,3,OK,OK,#00FF00,#00FF00,,25.65269,-100.28942,"[0.0, 65.0, 220.0]","[70.5, 70.5, 70.5]",22
REGION 4,NL4965U1900,,12015,3,OK,OK,#00FF00,#00FF00,,25.65269,-100.28942,"[0.0, 65.0, 220.0]","[70.5, 70.5, 70.5]",22
REGION 4,192326L2100,3592,,3,OK,OK,#00FF00,#00FF00,,25.652792,-100.332855,"[0.0, 0.0, 0.0]","[22.9, 22.9, 22.9]",3
REGION 4,190216U1900,,29014,3,OK,OK,#00FF00,#00FF00,,25.652792,-100.332855,"[0.0, 0.0, 0.0]","[22.9, 22.9, 22.9]",3
REGION 3,DU1789L2100,10345,,2,OK,NOK,#00FF00,#000000,Relación sin existencia,25.204487,-103.65317,"[40.0, 270.0, 40.0]","[65.0, 65.0, 65.0]",15
REGION 3,DU4784U1900,,26040,2,OK,NOK,#00FF00,#000000,Relación sin existencia,25.204487,-103.65317,"[40.0, 270.0, 40.0]","[65.0, 65.0, 65.0]",15
REGION 3,DU1789U850,,26040,2,OK,NOK,#00FF00,#000000,Relación sin existencia,25.204487,-103.65317,"[40.0, 270.0, 40.0]","[65.0, 65.0, 65.0]",15
REGION 9,HI6486L2100,1802,,3,OK,OK,#00FF00,#00FF00,,21.077555,-99.10753,"[194.0, 339.0, 134.0]","[65.0, 65.0, 65.0]",47.2
REGION 9,HI1605U1900,,36007,3,OK,OK,#00FF00,#00FF00,,21.077555,-99.10753,"[194.0, 339.0, 134.0]","[65.0, 65.0, 65.0]",47.2
REGION 9,HI6486U850,,36007,3,OK,OK,#00FF00,#00FF00,,21.077555,-99.10753,"[194.0, 339.0, 134.0]","[65.0, 65.0, 65.0]",47.2
REGION 9,DF5974L2100,588,,3,OK,OK,#00FF00,#00FF00,,19.489721,-99.10108,"[38.0, 190.0, 311.0]","[65.0, 65.0, 65.0]",25.8
REGION 9,DF5974U850,,21081,3,OK,OK,#00FF00,#00FF00,,19.489721,-99.10108,"[38.0, 190.0, 311.0]","[65.0, 65.0, 65.0]",25.8
REGION 9,DF3355U1900,,21081,3,OK,OK,#00FF00,#00FF00,,19.489721,-99.10108,"[38.0, 190.0, 311.0]","[65.0, 65.0, 65.0]",25.8
REGION 6,QU7553L2100,23298,,3,OK,OK,#00FF00,#00FF00,,20.548,-100.45375,"[nan, 20.0, 270.0]","[nan, 69.0, 70.5]",
REGION 6,QU7553U850,,14058,3,OK,OK,#00FF00,#00FF00,,20.548,-100.45375,"[nan, 20.0, 270.0]","[nan, 69.0, 70.5]",
REGION 6,GT7437L2100,23318,,2,OK,OK,#00FF00,#00FF00,,20.935083,-100.733475,"[210.0, 290.0, 210.0]","[70.0, 68.5, 70.0]",15
REGION 6,GT7437U850,,14034,3,OK,OK,#00FF00,#00FF00,,20.935083,-100.733475,"[210.0, 290.0, 210.0]","[70.0, 68.5, 70.0]",15
REGION 6,GT3841U1900,,14034,3,OK,OK,#00FF00,#00FF00,,20.935083,-100.733475,"[210.0, 290.0, 210.0]","[70.0, 68.5, 70.0]",15
REGION 4,VE2880L2100,3897,,3,OK,OK,#00FF00,#00FF00,,21.465714,-97.994965,"[110.0, 130.0, 340.0]","[65.0, 65.0, 65.0]",75
REGION 4,VE2880U850,,28018,3,OK,OK,#00FF00,#00FF00,,21.465714,-97.994965,"[110.0, 130.0, 340.0]","[65.0, 65.0, 65.0]",75
REGION 4,VE2964U1900,,28018,3,OK,OK,#00FF00,#00FF00,,21.465714,-97.994965,"[110.0, 130.0, 340.0]","[65.0, 65.0, 65.0]",75
REGION 4,NL0794L2100,3864,,3,OK,OK,#00FF00,#00FF00,,25.796268,-100.3181,"[65.0, 185.0, 305.0]","[68.0, 68.0, 68.0]",26.3
REGION 4,NL0794U850,,12013,3,OK,OK,#00FF00,#00FF00,,25.796268,-100.3181,"[65.0, 185.0, 305.0]","[68.0, 68.0, 68.0]",26.3
REGION 4,NL5104U1900,,12013,3,OK,OK,#00FF00,#00FF00,,25.796268,-100.3181,"[65.0, 185.0, 305.0]","[68.0, 68.0, 68.0]",26.3
REGION 9,MO1044L2100,562,,3,OK,OK,#00FF00,#00FF00,,18.840694,-99.22506,"[7.0, 102.0, 267.0]","[69.0, 69.0, 69.0]",31.8
REGION 9,MO1044U850,,13000,3,OK,OK,#00FF00,#00FF00,,18.840694,-99.22506,"[7.0, 102.0, 267.0]","[69.0, 69.0, 69.0]",31.8
REGION 9,MO1329U1900,,13000,3,OK,OK,#00FF00,#00FF00,,18.840694,-99.22506,"[7.0, 102.0, 267.0]","[69.0, 69.0, 69.0]",31.8
REGION 9,092294L2100,575,,2,OK,OK,#00FF00,#00FF00,,19.387693,-99.25106,"[10.0, 10.0]","[71.9, 71.9]",3
REGION 9,092294U850,,12062,2,OK,OK,#00FF00,#00FF00,,19.387693,-99.25106,"[10.0, 10.0]","[71.9, 71.9]",3
REGION 9,MX2301L2100,609,,3,OK,OK,#00FF00,#00FF00,,19.535494,-99.17658,"[67.0, 152.0, 282.0]","[65.0, 65.0, 65.0]",25
REGION 9,MX6597U1900,,11539,3,OK,OK,#00FF00,#00FF00,,19.535494,-99.17658,"[67.0, 152.0, 282.0]","[65.0, 65.0, 65.0]",25
REGION 9,MX2301U850,,11539,3,OK,OK,#00FF00,#00FF00,,19.535494,-99.17658,"[67.0, 152.0, 282.0]","[65.0, 65.0, 65.0]",25
REGION 4,NL4321L2100,3870,,3,OK,OK,#00FF00,#00FF00,,25.760122,-100.20684,"[78.0, 198.0, 283.0]","[69.0, 70.5, 70.0]",35
REGION 4,NL4321U850,,22016,3,OK,OK,#00FF00,#00FF00,,25.760122,-100.20684,"[78.0, 198.0, 283.0]","[69.0, 70.5, 70.0]",35
REGION 4,NL1464U1900,,22016,3,OK,OK,#00FF00,#00FF00,,25.760122,-100.20684,"[78.0, 198.0, 283.0]","[69.0, 70.5, 70.0]",35
REGION 2,SO6319L2100,12805,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,27.032492,-109.57872,"[70.0, 130.0, 250.0]","[70.5, 70.5, 70.5]",38.95
REGION 2,SO6319U850,,31053,3,OK,NOK,#00FF00,#000000,Relación sin existencia,27.032492,-109.57872,"[70.0, 130.0, 250.0]","[70.5, 70.5, 70.5]",38.95
REGION 2,SO7202U1900,,31053,3,OK,NOK,#00FF00,#000000,Relación sin existencia,27.032492,-109.57872,"[70.0, 130.0, 250.0]","[70.5, 70.5, 70.5]",38.95
REGION 9,HI1286L2100,571,,3,OK,OK,#00FF00,#00FF00,,20.12464,-98.77375,"[42.0, 173.0, 284.0]","[70.5, 69.0, 70.5]",24.1
REGION 9,HI1286U850,,16007,3,OK,OK,#00FF00,#00FF00,,20.12464,-98.77375,"[42.0, 173.0, 284.0]","[70.5, 69.0, 70.5]",24.1
REGION 9,HI1265U1900,,16007,3,OK,OK,#00FF00,#00FF00,,20.12464,-98.77375,"[42.0, 173.0, 284.0]","[70.5, 69.0, 70.5]",24.1
REGION 4,TA1008L2100,3867,,3,OK,OK,#00FF00,#00FF00,,26.089193,-98.29378,"[20.0, 150.0, 265.0]","[70.0, 70.5, 70.5]",17
REGION 4,TA1008U850,,12017,3,OK,OK,#00FF00,#00FF00,,26.089193,-98.29378,"[20.0, 150.0, 265.0]","[70.0, 70.5, 70.5]",17
REGION 4,TA3820U1900,,12017,3,OK,OK,#00FF00,#00FF00,,26.089193,-98.29378,"[20.0, 150.0, 265.0]","[70.0, 70.5, 70.5]",17
